"source_url","platform","published_at","author","title_or_caption","views","likes","comments","shares","saves","duration_sec","topic_hint","notes"
"https://www.youtube.com/shorts/9P97dQU2IaU","YouTube Shorts","2026-07-12","unknown","Возврат в магазине - это фарс","944","0","0","0","0","0","возврат товара","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=магазин отказал в возврате shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
"https://www.youtube.com/shorts/AI1mkREPTH0","YouTube Shorts","2026-07-12","unknown","WB: возврат товара","239000","0","0","0","0","0","возврат товара","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=магазин отказал в возврате shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible; strong visible views"
"https://www.youtube.com/shorts/iZFgBvEhrJM","YouTube Shorts","2026-07-12","unknown","Неожиданные факты о наследовании","1500","0","0","0","0","0","наследство","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=наследство спор родственников shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
"https://www.youtube.com/shorts/9LhT-vkesFc","YouTube Shorts","2026-07-12","unknown","Что делать, если родственники мешают получить наследство","1700","0","0","0","0","0","наследство","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=наследство спор родственников shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
"https://www.youtube.com/shorts/23QW6mSeC-4","YouTube Shorts","2026-07-12","unknown","Наследство штука серьезная","2100","0","0","0","0","0","наследство","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=наследство спор родственников shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
"https://www.youtube.com/shorts/TrdvFl6JFCs","YouTube Shorts","2026-07-12","unknown","Потерял 3 500 000 на WB","851","0","0","0","0","0","маркетплейсы","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=маркетплейс удержал деньги shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
"https://www.youtube.com/shorts/FzkOihNWGiI","YouTube Shorts","2026-07-12","unknown","100 000 000 в одной нише на WB","438","0","0","0","0","0","маркетплейсы","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=маркетплейс удержал деньги shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible; weaker conflict"
"https://www.youtube.com/shorts/IWbzsfUOwQk","YouTube Shorts","2026-07-12","unknown","Сколько можно заработать на маркетплейсах","437","0","0","0","0","0","маркетплейсы","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=маркетплейс удержал деньги shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible; weaker conflict"
"https://www.youtube.com/shorts/caCWULhoSRY","YouTube Shorts","2026-07-12","unknown","Муж не хочет платить алименты","11000","0","0","0","0","0","алименты","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=алименты не платит shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
"https://www.youtube.com/shorts/xc-0CWxSA6Y","YouTube Shorts","2026-07-12","unknown","Муж не платит алименты","1400","0","0","0","0","0","алименты","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=алименты не платит shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
"https://www.youtube.com/shorts/3PUGbLg524c","YouTube Shorts","2026-07-12","unknown","Почему не платят алименты","30000","0","0","0","0","0","алименты","topic_first_false_start; legacy_test_source; do_not_use_for_script_assignment; legal_topic_first false start; 24-72h fresh scan; public_search; metrics incomplete; public YouTube search; query=алименты не платит shorts; views visible_on_page; likes/comments unknown; published_at approximate set to collection date because exact date not visible"
